character,jap text,Eng,Esp
menu_label__(L_02999),多田山一途／ベラドンナ,Tadayama Ichizu/Belladonna,Tadayama Ichizu/Belladonna
menu_label__(L_029a5),多田山一途／見当,Tadayama Ichizu/Kentou,Tadayama Ichizu/Kentou
menu_label__(L_029b1),多田山／戦闘会話,Tadayama/Combat Conversation,Tadayama/Conversaciones de combate.
menu_label__(L_029bd),多田山一途／ＥＰＬ,Tadayama Ichizu/EPL,Tadayama Ichizu/EPL
menu_label__(L_029c9),部下イベント／彼女１,Subordinate Event/Girlfriend 1,Evento subordinado/novia 1.
menu_label__(L_029df),部下イベント／彼女０,Subordinate event/girlfriend 0,Evento subordinado/novia 0
menu_label__(L_029f5),部下プレゼント／彼女,Subordinate Present/Girlfriend,Subordinado presente/novia.
menu_label__(L_02a0b),多田山／アイテムの力,Tadayama/The Power of Items,Tadayama/Poder de los artículos
menu_label__(L_02a17),多田山／らぶらぶ,Tadayama/Raburabu,Tadayama/Trabajo.
menu_label__(L_02c59),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_02c6f),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_02c8f),部下イベント,subordinate event,evento subordinado
menu_label__(L_02ca5),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_02cb6),部下決闘,duel of the subordinates,duelo de subalternos
menu_label__(L_02cc7),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_02cd8),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_02ce9),捕虜物欲１,POW Lust 1,POW greed 1.
menu_label__(L_02cfa),捕虜物欲２,POW Lust 2,El deseo cautivo 2.
menu_label__(L_02d0b),捕虜物欲３,POW Lust 3,El deseo cautivo 3.
menu_label__(L_02d1c),捕虜物欲４,POW greed 4,Materialista cautivo 4.
menu_label__(L_02d2d),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_02d3e),捕虜スカウト成功,POW scouting success,Éxito de la exploración POW
menu_label__(L_02b23),次,next,siguiente
menu_label__(L_02d4f),捕虜スカウト,POW scout,Explorador POW
menu_label__(L_02d60),長崎旗男イベントＡ,Nagasaki Hatao EventA,Nagasaki Hatao EventA
menu_label__(L_02d6c),長崎／未亡人との出会い,Nagasaki/Encounter with a widow,Nagasaki/Encuentro con una viuda
menu_label__(L_02d78),長崎／未亡人とのデート,Nagasaki/Date with widow,Nagasaki/Salir con una viuda.
menu_label__(L_02d84),長崎／らぶらぶ情報,Nagasaki/Raburabu Information,Nagasaki/Laburabu Información.
menu_label__(L_02d90),長崎／自殺,Nagasaki/selfSatsu,Nagasaki/self Satsu.
menu_label__(L_02d9c),部下イベントＣ,Subordinate Event C,Evento subordinado C
menu_label__(L_02db2),部下イベントＣＣ,Subordinate Event CC,Evento subordinado CC
menu_label__(L_02dc8),部下プレゼントＣ,Subordinate Present C,Subordinado Presente C.
menu_label__(L_02dde),長崎／心のピンチ,Nagasaki/Pinch of the Heart,Nagasaki/Pinchazo en el corazón
menu_label__(L_02dea),長崎／紹介,Nagasaki/Introduction,Nagasaki/Introducción.
menu_label__(L_02df6),長崎旗男／戦闘会話２,Nagasaki Hatao/Combat Conversation 2,Nagasaki Hatao/Conversación de combate 2
menu_label__(L_02e02),長崎／ＥＰＬ,Nagasaki/EPL,Nagasaki/EPL
menu_label__(L_03040),島本純イベントＡ,Shimamoto JunEvent A,Shimamoto JunEvento A
menu_label__(L_0304c),部下イベント,subordinate event,evento subordinado
menu_label__(L_03062),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_03078),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0308e),島本情報／由女と陽子,Shimamoto information/Yume and Youko,Shimamoto información/Yume y Youko.
menu_label__(L_0309a),島本情報／選挙,ShimamotoInformation/Election,Shimamoto Información/Elecciones
menu_label__(L_030a6),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_030b7),島本／うろうろ,Shimamoto/wander around,Shimamoto/vagabundeo
menu_label__(L_030c3),島本／犬餌食,Shimamoto/Dog Prey,Shimamoto/presa de perro
menu_label__(L_030cf),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_030e5),島本／減給査定,Shimamoto/Assessment of pay reduction,Shimamoto/evaluación de la paga reducida
menu_label__(L_030f1),島本／戦闘会話１,Shimamoto/Combat Conversation 1,Shimamoto/Conversación de combate 1
menu_label__(L_030fd),島本／戦闘会話ピンチ,Shimamoto/Combat Conversation Pinch,Shimamoto/Pellizco de conversación de combate.
menu_label__(L_02f40),次,next,siguiente
menu_label__(L_03109),島本情報／コロシアム勝利,Shimamoto information/Colosseum victory,Shimamoto información/victorias en el Coliseo
menu_label__(L_03115),島本情報／選挙前,Shimamoto information/pre-election,Shimamoto Información/preelección
menu_label__(L_03121),情報／鴉葉からの手紙１,Information/Letter 1 from Karasuba.,Información/Carta 1 de  Karasuba.
menu_label__(L_0312d),情報／鴉葉からの手紙２,Information/Letter 2 from Karasuba.,Información/Carta 2 de Karasuba.
menu_label__(L_03139),情報／鴉葉からの手紙３,Information/Letter 3 from Karasuba.,Información/Carta 3 de Karasuba.
menu_label__(L_03145),情報／鴉葉からの手紙４,Information/Letter 4 from Karasuba.,Información/Carta 4 de Karasuba.
menu_label__(L_03151),情報／鴉葉とパンダ,Information/Karasuba and Panda,Información/Karasuba y Panda
menu_label__(L_0315d),情報／鴉葉と友引,Information/Karasuba and Tomobiki.,Información/Karasuba y Tomobiki.
menu_label__(L_03169),島本純／金用意,Shimamoto Jun/gold-prepared,Shimamoto Jun/Oro listo
menu_label__(L_033d3),中山明里イベントＡ,Nakayama AkariEvent A,Nakayama AkariEvento A
menu_label__(L_033df),中山明里イベントＢ,Nakayama AkariEvent B,Nakayama AkariEvento B
menu_label__(L_033eb),中山明里イベントＣ,Nakayama AkariEvent C,Nakayama AkariEvento C
menu_label__(L_033f7),中山明里／賄賂滞り,Nakayama Akari/Bribes delayed,Nakayama Akari/Retención de sobornos
menu_label__(L_03403),中山明里／一発ドジ,Nakayama Akari/IppatsuDoji,Nakayama Akari/Ippatsu Doji
menu_label__(L_0340f),中山明里イベント懲罰,Nakayama AkariEvent Discipline,Nakayama AkariCastigo del evento
menu_label__(L_0341b),中山明里イベント治安悪化,Nakayama AkariEvent security deteriorated,Nakayama AkariEvento Deterioro de la seguridad
menu_label__(L_03247),次,next,siguiente
menu_label__(L_03427),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_03438),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_03449),捕虜愛欲,POW,POW
menu_label__(L_0345a),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_0346b),捕虜スカウト,POW scout,Explorador POW
menu_label__(L_0347c),捕虜警察,POW police,Policía POW
menu_label__(L_0348d),捕虜売春,prisoner of war prostitution,Prostitución de prisioneros de guerra
menu_label__(L_0349e),中山明里／調教,Nakayama Akari/Training,Nakayama Akari/Training
menu_label__(L_034aa),中山明里／売春,Nakayama Akari/Prostitution,Nakayama Akari/prostitución
menu_label__(L_034b6),中山明里／わかめと戦争中,Nakayama Akari/Wakame and War,Nakayama Akari/En guerra con el wakame
menu_label__(L_034c2),中山明里イベント懲罰,Nakayama AkariEvent Discipline,Nakayama AkariCastigo del evento
menu_label__(L_03331),次,next,siguiente
menu_label__(L_034ce),明里／民華の作戦,Akari/Minka Operations,Operaciones Akari/Minka.
menu_label__(L_034da),明里／水陸両用Ｓ,Akari/Amphibious S,Akari/Amphibious S
menu_label__(L_034e6),明里／水陸両用０,Akari/Amphibious0,Akari/Anfibio0
menu_label__(L_034f2),明里／水陸両用１Ｓ,Akari/Amphibious 1s,Akari/Anfibio 1s.
menu_label__(L_034fe),明里／水陸両用１０,Akari/Amphibious10,Akari/Anfibio10
menu_label__(L_0350a),中山親子／ＥＰＬ,Nakayama Parents and children/EPL,Nakayama Padres e hijos/EPL
menu_label__(L_03676),鴉葉月イベントＡ,KarasubaMonth Event A,Evento del mes de Karasuba A
menu_label__(L_03682),鴉葉／賄賂を渡すＢ,Karasuba/bribe B,Karasuba/soborno B.
menu_label__(L_0368e),鴉葉／賄賂を渡すＣ,Karasuba/Bribe C,Karasuba/Soborno C
menu_label__(L_0369a),鴉葉／市議会戦争中,Karasuba/City Council at war,Karasuba/Ayuntamiento en guerra
menu_label__(L_036a6),鴉葉／市議会封鎖中,Karasuba/City Council is on lockdown,Karasuba/El consejo de la ciudad en el bloqueo
menu_label__(L_036b2),鴉葉／おいた,Karasuba/Oita,Karasuba/Oita.
menu_label__(L_035c0),次,next,siguiente
menu_label__(L_036be),鴉葉／市議会での活動,Karasuba/Activities in the City Council,Karasuba/Actividades en el Ayuntamiento
menu_label__(L_036ca),鴉葉／市議会での活動２,Karasuba/Activities in City Council 2,Karasuba/Actividades en el Ayuntamiento2
menu_label__(L_036d6),鴉葉／出世,Karasuba/Starting out,Karasuba/Empezando.
menu_label__(L_036e2),鴉葉／夕子にアタック,Attack on Karasuba/Yuuko.,Ataque a Karasuba/Yuuko.
menu_label__(L_036ee),鴉葉／幸せ,Karasuba/Happiness,Karasuba/Felicidad
menu_label__(L_036fa),鴉葉／賄賂アウト,Karasuba/bribe out,Karasuba/soborno fuera
menu_label__(L_03706),鴉葉／多恵子成功,Karasuba/Taeko Success,Karasuba/Taeko Éxito
menu_label__(L_03a22),貴神雷贈イベントＡ,Kishin RaizouEvent A,Kishin RaizouEvento A
menu_label__(L_03a33),貴神雷贈イベントＢ,Kishin RaizouEvent B,Kishin RaizouEvento B
menu_label__(L_03a3f),貴神雷贈イベントＣ,Kishin RaizouEventC,Kishin RaizouEventC
menu_label__(L_03a4b),貴神雷贈／苦情,Kishin Raizou/Complaint,Kishin Raizou/Denuncia
menu_label__(L_03a57),貴神からの要求１,Request 1 from Kishin.,Solicitud 1 de Kishin.
menu_label__(L_03a63),貴神からの要求２,Request 2 from Kishin.,Solicitud 2 de Kishin.
menu_label__(L_03a6f),貴神からの要求３,Request 3 from Kishin.,Solicitud 3 de Kishin.
menu_label__(L_03a7b),貴神からの要求４,Request 4 from Kishin.,Solicitud 4 de Kishin.
menu_label__(L_03a87),貴神からの要求５,Request 5 from Kishin.,Solicitud 5 de Kishin.
menu_label__(L_03a93),貴神からの要求６,Request 6 from Kishin.,Solicitud 6 de Kishin.
menu_label__(L_03a9f),貴神からの要求７,Request 7 from Kishin.,Solicitud 7 de Kishin.
menu_label__(L_03aab),貴神／上級娼婦,Kishin/Senior prostitute,Kishin/prostituta mayor
menu_label__(L_03ab7),貴神／ＳＳＳ女子さらう,Kishin/SSS girls exposed,Kishin/SSS girls exposed
menu_label__(L_03ac3),貴神／ＳＳＳ学生,Kishin/SSS student,Kishin/estudiante de la SSS
menu_label__(L_03acf),貴神／肉奴隷,Kishin/Meat Slave,Kishin/esclavo de carne
menu_label__(L_03882),次,next,siguiente
menu_label__(L_03adb),貴神／のぞみ輪姦,Kishin/Nozomi gang rape,Kishin/Nozomi violación en grupo
menu_label__(L_03ae7),貴神／ウィミィ女性士官,Kishin/Wime female officer,Kishin/Wime oficial femenino
menu_label__(L_03af3),貴神／娼婦汎用,Kishin/whore generic,Kishin/puta genérica
menu_label__(L_03aff),貴神／のぞみ発見,Kishin/Nozomi found,Kishin/Nozomi encontrado
menu_label__(L_03b0b),貴神／留守,Kishin/Resident,Kishin/Residente.
menu_label__(L_03b17),ヘンリー／払い下げ,Henry/Disposition,Henry/enajenado.
menu_label__(L_03b23),のぞみ／いじめて地獄１,Nozomi/Bully Hell 1,Nozomi/el infierno del acoso1
menu_label__(L_03b2f),のぞみ／いじめて地獄２,Nozomi/Bully Hell 2,Nozomi/Bully hell 2
menu_label__(L_03b3b),のぞみ／いじめて地獄３,Nozomi/Bully Hell 3,Nozomi/Bully hell 3
menu_label__(L_03b47),のぞみ／いじめて地獄４,Nozomi/Bullying Hell 4,Nozomi/Bully hell 4
menu_label__(L_03b53),のぞみ／解放,Nozomi/Liberation,Nozomi/Liberación.
menu_label__(L_03b5f),貴神／散歩１,Kishin/Walk 1,Kishin/Paseo 1.
menu_label__(L_03b6b),貴神／散歩２,Kishin/Walk 2,Kishin/Paseo 2
menu_label__(L_03b77),貴神／散歩３,Kishin/Walk 3,Kishin/Paseo 3
menu_label__(L_039e0),次,next,siguiente
menu_label__(L_03b83),貴神／選挙応援,Kishin/Election Support,Kishin/Apoyo electoral
menu_label__(L_03b8f),貴神雷贈／死亡,Kishin Raizou/Deceased,Kishin Raizou/deceased
menu_label__(L_03c25),竹井杏イベントＡ,Takei AnEventA,Takei AnEventA
menu_label__(L_03c31),竹井杏イベントＢ,Takei AnEventB,Takei AnEventB
menu_label__(L_03c3d),竹井杏イベントＣ,Takei AnEventC,Takei AnEventC
menu_label__(L_03c49),竹井杏イベントＣ２,Takei AnEventC2,Takei AnEventC2
menu_label__(L_03c5f),竹井杏イベントＤ,Takei AnEventD,Takei AnEventD
menu_label__(L_03cbd),Ａパート,Part A,Parte A.
menu_label__(L_03e5f),Ｂパート,Part B,Parte B
menu_label__(L_04067),Ｃパート,C part,Parte C
menu_label__(L_041cd),Ｄパート,Part D,Parte D.
menu_label__(L_0428d),ピーチ／戦争前１,Peach/Pre-War 1,Melocotón/preguerra1
menu_label__(L_04299),ピーチ／戦争前２,Peach/Pre-War 2,Melocotón/Preguerra 2
menu_label__(L_042a5),ピーチ／戦争前３,Peach/Pre-War 3,Melocotón/Preguerra 3
menu_label__(L_042b1),ピーチ／戦争前４,Peach/Pre-War 4,Melocotón/preguerra4
menu_label__(L_042bd),ピーチ／戦争前５,Peach/Pre-War 5,Melocotón/Preguerra 5
menu_label__(L_042c9),ピーチ／戦争前６,Peach/Pre-War 6,Melocotón/Preguerra 6.
menu_label__(L_042d5),ピーチ／戦争前７,Peach/Pre-War 7,Melocotón/Preguerra 7
menu_label__(L_042e1),ピーチ／戦争前８,Peach/Pre-War 8,Melocotón/Preguerra 8
menu_label__(L_042ed),ピーチ／戦争前９,Peach/Pre-War 9,Melocotón/Preguerra 9.
menu_label__(L_042f9),ピーチ／誕生日,Peach/Birthday,Melocotón/Cumpleaños
menu_label__(L_04305),ピーチ／解雇作戦,Peach/Dismissal Operations,Despedida de la operación “Melocotón”.
menu_label__(L_04311),ピーチ／橋封鎖,Peach/bridge blockade,Bloqueo del melocotón/puente
menu_label__(L_0431d),ピーチ／全面封鎖,Peach/full blockade,Melocotón/bloqueo completo
menu_label__(L_04329),ピーチ／市議会苦情殺到,Peach/City Council complaints flooded,Melocotón/Las quejas del Ayuntamiento se desbordan
menu_label__(L_04335),ピーチ／悪司へ市議会からの苦情,Complaint from City Council to Peach/Akuji.,Denuncia del Ayuntamiento a Peach/Akuji.
menu_label__(L_04341),ピーチ／リンダへ市議会からの苦情,Complaint from City Council to Peach/Linda.,Denuncia del Ayuntamiento a Peach/Linda.
menu_label__(L_03e5f),次,next,siguiente
menu_label__(L_0434d),ピーチ／市議会苦情殺到２,Peach/City Council complaints flooded 2,Melocotón/Las quejas del Ayuntamiento se desbordan 2
menu_label__(L_04359),ピーチ／悪司へコロシアム招待状,Coliseum invitation to Peach/Akuji.,Invitación del coliseo a Peach/Akuji.
menu_label__(L_04365),ピーチ／リンダへコロシアム招待状,Coliseum invitation to Peach/Linda.,Invitación del Coliseo a Peach/Linda.
menu_label__(L_04371),ピーチ／コロシアム前／悪司,Peach/In front of the Coliseum/Akuji.,Melocotón/Frente al Coliseo/Akuji.
menu_label__(L_0437d),ピーチ／コロシアム前／リンダ,Peach/In front of the Coliseum/Linda.,Melocotón/Frente al Coliseo/Linda.
menu_label__(L_04389),ピーチ／コロシアム前／市議会,Peach/In front of the Coliseum/City Council,Melocotón/frente al Coliseo/Ayuntamiento
menu_label__(L_04395),ピーチ／コロシアム決戦,Peach/Coliseum Battle,Melocotón/Coliseo batalla decisiva
menu_label__(L_043a1),ピーチ／コロシアム決戦２,Peach/Coliseum Decisive Battle 2,Batalla decisiva de Melocotón/Coliseo 2
menu_label__(L_043ad),ピーチ／宣戦布告,Peach/Declaration of War,Melocotón/Declaración de guerra.
menu_label__(L_043b9),ピーチ／市議会の対応,Peach/City Council Response,Durazno/Respuesta del Ayuntamiento.
menu_label__(L_043c5),ピーチ／市議会の停戦命令,Peach/City Council cease and desist order,Orden de alto el fuego de Peach/City Council.
menu_label__(L_043d6),ピーチ／市議会の停戦命令２,Peach/City Council Cease and Desist Order 2,Orden de alto el fuego de Peach/City Council 2.
menu_label__(L_043e7),ピーチ／外人部隊召集,Peach/Foreign Legion Called,Melocotón/Llamada de la Legión Extranjera.
menu_label__(L_043f3),ピーチ／悪司も外人部隊１,Peach/Akuji is also a Foreign Legion 1,Peach/Akuji también es miembro de la Legión Extranjera1
menu_label__(L_043ff),ピーチ／悪司も外人部隊２,Peach/Akuji is also a Foreign Legion 2,Peach/Akuji también Legión Extranjera 2
menu_label__(L_0440b),ピーチ／外人部隊が来た,Peach/Foreign Legion came.,Peach/La Legión Extranjera entró.
menu_label__(L_04067),次,next,siguiente
menu_label__(L_04417),ピーチ／３０円の補助金,Peach/$30 subsidy,Melocotón/subvención de 30 yenes.
menu_label__(L_04423),ピーチ／和樹寝返り,Peach/KazukiTurnover,Melocotón/Kazuki Turno de oficio
menu_label__(L_0442f),桃山組壊滅,Momoyama group destroyed,El grupo Momoyama fue destruido.
menu_label__(L_0443b),ピーチ／我慢の時,Peach/Time to be patient,Melocotón/Hora de tener paciencia
menu_label__(L_04447),ピーチ／我慢の時２,Peach/Time to be patient 2,Melocotón/Hora de tener paciencia 2.
menu_label__(L_04453),ピーチ／悪司が市議会を,Peach/Akuji to the City Council.,Melocotón/Akuji para el Ayuntamiento.
menu_label__(L_0445f),ピーチ／ロッコウ,Peach/Rocco,Peach/Roccow.
menu_label__(L_0446b),ピーチ／コウベ,Peach/Kobe,Peach/Kobe.
menu_label__(L_04477),ピーチ／コウシエン,Peach/Koushien,Peach/Koushien.
menu_label__(L_04483),ピーチ／ヒラカタ,Peach/Hirakata,Peach/Hirakata.
menu_label__(L_0448f),ピーチ／シンコウベ,Peach/Shinkoube,Peach/Sinkoubeh.
menu_label__(L_0449b),ピーチ／プノンペン,Peach/Phnom Penh,Peach/Phnom Penh.
menu_label__(L_044a7),ピーチ／クサカタ,Peach/Kusakata,Peach/Kusakata.
menu_label__(L_044b3),ピーチ／アマノサト,Peach/Amano Sato,Melocotón/Amanosato.
menu_label__(L_041cd),次,next,siguiente
menu_label__(L_044bf),ピーチ／わかめ壊滅,Peach/wakame destruction,Destrucción del melocotón/wakame
menu_label__(L_044cb),ピーチ／キリカが壁,Peach/Kirika is the wall,Peach/Kirika es la pared
menu_label__(L_044d7),ＰＭ／部下補充,PM/Subordinate Replenishment,Reposición PM/Subordinada
menu_label__(L_044e3),ＰＭ／汎用汎用１,PM/General Purpose General Purpose 1,PM/propósito general 1
menu_label__(L_044ef),ＰＭ／汎用汎用２,PM/General Purpose General Purpose 2,PM/Propósito General Propósito General 2
menu_label__(L_044fb),ピーチ／コロシアム決戦３,Peach/Coliseum Decisive Battle 3,Melocotón/Coliseo Batalla decisiva 3
menu_label__(L_04507),ＰＭ／ブリキの兵隊,PM/Tin Soldiers,Soldados PM/Tin.
menu_label__(L_0464b),辻家晴子調教,Tsujiya Haruko Training,Tsujiya Haruko Entrenamiento
menu_label__(L_04657),部下エッチ愛欲,Subordinate sex lust,Lujuria sexual subordinada
menu_label__(L_0467a),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_0469d),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_046ae),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_046bf),捕虜愛欲,POW,POW
menu_label__(L_046d0),捕虜スカウト物欲,POW scout greed,Codicia de los exploradores POW
menu_label__(L_046eb),捕虜スカウト愛欲,POW Scout Lust,Lujuria de los exploradores POW
menu_label__(L_04706),辻家晴子／戦争前,Tsujiya Haruko/Pre-War,Tsujiya Haruko/Pre-war
menu_label__(L_04712),辻家晴子／戦争中,Tsujiya Haruko/at war,Tsujiya Haruko/en la guerra
menu_label__(L_045ef),次,next,siguiente
menu_label__(L_0471e),辻家晴子／売春,Tsujiya Haruko/Prostitution,Tsujiya Haruko/prostitución
menu_label__(L_0472a),辻家晴子／戦闘会話,Tsujiya Haruko/Combat Conversations,Tsujiya Haruko/Conversaciones de combate
menu_label__(L_04736),辻家晴子／ＥＰＬ,Tsujiya Haruko/EPL,Tsujiya Haruko/EPL
menu_label__(L_0482c),木村弾白イベントＡ,Kimura DanpakuEvent A,Kimura DanpakuEvento A
menu_label__(L_04838),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0484e),部下イベント,subordinate event,evento subordinado
menu_label__(L_04864),木村弾白／売春宿,Kimura Danpaku/Brothels,Kimura Danpaku/Burdeles
menu_label__(L_04870),木村弾白／調教の館,Kimura Danpaku/Training Hall,Kimura Danpaku/Sala de entrenamiento
menu_label__(L_0487c),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0488d),木村弾白／やりました,Kimura Danpaku/did it,Kimura Danpaku/lo hizo
menu_label__(L_04899),弾白／紹介,Danpaku/Introduction,Danpaku/Introducción.
menu_label__(L_048a5),弾白／戦闘会話,Danpaku/Combat Conversation,Danpaku/Conversaciones de combate.
menu_label__(L_048b1),弾白／ＥＰＬ,Danpaku/EPL,Danpaku/EPL
menu_label__(L_04a75),青葉曜子／調教,Aoba Youko/Training,Aoba Youko/Formación
menu_label__(L_04a81),部下イベントＶ１,Subordinate Event V1,Evento subordinado V1
menu_label__(L_04aa1),部下イベントＶ２,Subordinate Event V2,Eventos subordinados V2
menu_label__(L_04ab7),部下エッチＶ,Subordinate sex V,Sexo subordinado V
menu_label__(L_04acd),部下プレゼントＶ,Subordinates Present V,Subordinados presentes V
menu_label__(L_04ae3),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_04af9),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_04b0f),部下エッチＭＡＸ,Subordinate sex max.,Sexo subordinado máx.
menu_label__(L_04b33),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_04b44),青葉／失踪,Aoba/Disappeared,Aoba/Desaparecido.
menu_label__(L_04b50),青葉／賄賂,Aoba/bribe,Aoba/soborno
menu_label__(L_04b5c),青葉曜子／調教の館から逃げる,Aoba Youko/Fleeing from the House of Training,Aoba Youko/Escapar de la casa de entrenamiento
menu_label__(L_04b68),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_04b79),青葉／わかめ戦争,Aoba/Wakame War,Aoba/Guerra de Wakame
menu_label__(L_04a01),次,next,siguiente
menu_label__(L_04b85),青葉／一郎と戦闘Ｓ,Aoba/Ichiro and Combat S,Aoba/Ichiro y Combat S
menu_label__(L_04b91),青葉／一郎と戦闘０,Aoba/Ichiro and battle 0,Aoba/Ichiro y el combate 0
menu_label__(L_04b9d),青葉／一郎救出,Aoba/Rescue Ichiro,Aoba/Rescate de Ichiro
menu_label__(L_04ba9),青葉曜子／ＥＰＬ,Aoba Youko/EPL,Aoba Youko/EPL
menu_label__(L_04cdd),小松舞イベントＡ,Komatsu MaiEvent A,Komatsu MaiEvento A
menu_label__(L_04ce9),小松舞イベントＢ,Komatsu MaiEvent B,Komatsu MaiEvento B
menu_label__(L_04cf5),小松舞イベントＣ,Komatsu MaiEvent C,Komatsu MaiEvento C
menu_label__(L_04d01),小松舞イベントＤ,Komatsu MaiEvent D,Komatsu MaiEvento D
menu_label__(L_04d0d),小松舞イベントＥ,Komatsu MaiEventE,Komatsu MaiEventE
menu_label__(L_04d19),小松舞調教,Komatsu Mai Training,Komatsu Mai Formación
menu_label__(L_04d25),小松舞売春,Komatsu MaiProstitution,Komatsu MaiProstitución
menu_label__(L_04d31),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_04d42),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_04d53),捕虜愛欲,POW,POW
menu_label__(L_04d64),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_04d75),捕虜スカウト,POW scout,Explorador POW
menu_label__(L_04d86),小松舞／調教の館から逃げる,Komatsu Mai/Escape from the house of training,Komatsu Mai/Escapar de la casa de entrenamiento
menu_label__(L_04d92),小松舞／ＥＰＬ,Komatsu Mai/EPL,Komatsu Mai/EPL
menu_label__(L_04ebe),鬼門／温泉での出会い,Kimon/meeting at a hot spring,Kimon/Encuentros en aguas termales
menu_label__(L_04eca),部下イベント,subordinate event,evento subordinado
menu_label__(L_04ee6),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_04ef7),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_04f0d),部下イベント金,Subordinate Event Money,dinero del evento subordinado
menu_label__(L_04f29),鬼門／特訓,Kimon/Special Training,Kimon/Formación especial
menu_label__(L_04f35),鬼門／戦闘会話１,Kimon/Combat Conversation 1,Kimon/Conversación de combate 1
menu_label__(L_04f41),鬼門／戦闘会話汎用,Kimon/Combat Conversation General Purpose,Kimon/Conversación de combate genérica
menu_label__(L_04f4d),鬼門／結婚,Kimon/Marriage,Kimon/Matrimonio
menu_label__(L_04f59),鬼門／レベルアップ,Kimon/Level Up,Kimon/Subir de nivel.
menu_label__(L_04f65),鬼門始／紹介,Kimon Hajime/Introduction,Kimon Hajime/Introducción
menu_label__(L_04f71),鬼門／家より,Kimon/from home,Kimon/De casa.
menu_label__(L_04f93),鬼門始／ＥＰＬ,Kimon Hajime/EPL,Kimon Hajime/EPL
menu_label__(L_0516d),金田酒太郎イベントＡ,Kaneda SakatarouEventA,Kaneda SakatarouEvento A
menu_label__(L_05179),部下イベント,subordinate event,evento subordinado
menu_label__(L_0518a),金田酒太郎イベントＢ　１,Kaneda SakatarouEventB 1,Kaneda SakatarouEvento B 1
menu_label__(L_051ad),金田酒太郎イベントＢ　２,Kaneda SakatarouEventB 2,Kaneda SakatarouEvento B 2
menu_label__(L_051d0),金田酒太郎イベントＢ　３,Kaneda SakatarouEventB 3,Kaneda SakatarouEvento B 3
menu_label__(L_051f3),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_05204),金田／登場前,Kaneda/Pre-appearance,Kaneda/Preparación.
menu_label__(L_05075),メスＶｅｒ,Female Ver.,Mujer Ver.
menu_label__(L_05210),部下イベント／女１,Subordinate Event/Female 1,Evento subordinado/mujer 1.
menu_label__(L_05226),部下イベント／女２,Subordinate Event/Female 2,Evento subordinado/mujer 2.
menu_label__(L_0523c),部下イベント／女０,Subordinate Event/Female 0,Evento subordinado/femenino 0
menu_label__(L_05252),部下プレゼント／女,Subordinate present/female,Subordinado presente/femenino.
menu_label__(L_05268),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_05279),部下調教の館行き,Go to the house of training of subordinates,Ir a la Casa de la Formación Subalterna
menu_label__(L_0528a),部下ＧＡＬバー行き,Go to subordinate GAL bar,Ir a la barra de GAL subordinada
menu_label__(L_0529b),金田／女になる,Kaneda/Becoming a Woman,Kaneda/Convertirse en mujer
menu_label__(L_052a7),金田／センチメンタル,Kaneda/Sentimental,Kaneda/sentimental
menu_label__(L_052b3),金田／ＥＰＬ,Kaneda/EPL,Kaneda/EPL
menu_label__(L_055d9),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_055ef),部下イベント,subordinate event,evento subordinado
menu_label__(L_05605),部下エッチ１,Subordinate sex 1,Sexo subordinado 1
menu_label__(L_0561b),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_05631),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_05642),部下ＧＡＬバー行き,Go to subordinate GAL bar,Ir a la barra de GAL subordinada
